artist,uri,followers,genres,popularity,billboard
INXS,spotify:artist:1eClJfHLoDI4rZe5HxzBFv,1378906,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']",71,1
Timex Social Club,spotify:artist:1C0HVpji7xDIdGbnsdUwCt,3555,[],35,1
Tom Petty & The Heartbreakers With Stevie Nicks,spotify:artist:1C0HVpji7xDIdGbnsdUwCt,3555,[],35,1
Haim Moshe,spotify:artist:2apcleOej0q9UT5POhHa1L,19697,"['classic israeli pop', 'mizrahi']",35,0
Anita Baker,spotify:artist:46CH1Gp8l8QVly8bpG9JFG,649062,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",60,1
Anthrax,spotify:artist:3JysSUOyfVs1UQ0UaESheP,936745,"['album rock', 'alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rap metal', 'rock', 'speed metal', 'thrash metal']",60,0
Animotion,spotify:artist:6eQHjJJa52LUGjBKP5UPos,20971,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",40,1
Felt,spotify:artist:5ptKIpakenz0TO3wQ7c8JM,4432,[],37,0
Jonathan Ulysses,spotify:artist:1tKk9YTcRmvHaooMMHn9bP,228,['funky tech house'],13,0
Gloria Estefan & Miami Sound Machine,spotify:artist:2Gop8SbSVt5SaJzuaRFa7D,66772,[],36,1
Cazuza,spotify:artist:1PwOU6fFbmaGkK3wkbb8fU,1119651,"['brazilian rock', 'mpb', 'rock gaucho', 'rock nacional brasileiro']",62,0
Debbie Gibson,spotify:artist:18jZvCsW1PJ4FDQ5gEXuKp,273043,"['new wave pop', 'pop rock', 'soft rock']",56,1
Édith Piaf,spotify:artist:1WPcVNert9hn7mHsPKDn7j,668307,"['chanson', 'torch song', 'vintage schlager']",65,0
Michael Morales,spotify:artist:2G3bfBdf6dKjVlkUqMzO6q,447,[],13,1
Crowded House,spotify:artist:7ohlPA8dRBtCf92zaZCaaB,485272,"['australian rock', 'dance rock', 'mellow gold', 'permanent wave', 'pop rock', 'rock']",69,1
Gualberto Ibarreto,spotify:artist:2C52ulJiwKVMxcRrbDqMBa,13886,"['classic venezuelan pop', 'cuatro venezolano', 'musica llanera', 'venezuelan rock']",33,0
The Silencers,spotify:artist:1RD6l0Su0sCzSHZGxPeU3d,7923,['celtic rock'],34,1
Cameo,spotify:artist:545idYhdloaSlLGBY8E9u2,381998,"['disco', 'funk', 'motown', 'new jack swing', 'popping', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",57,1
Mai Tai,spotify:artist:0L0XA2oh77ZfPZiaBxw96D,4056,['boogie'],29,1
Michael Stanley Band,spotify:artist:68tUWDLwgRP7Ch2Gj8vQ1k,6434,"['album rock', 'classic rock', 'heartland rock', 'soft rock']",34,1
Tora Tora,spotify:artist:7KGI0OwY8iAL5rI5p47YyK,62042,"['alternative r&b', 'indie soul', 'vapor soul']",57,1
Adrian Oblanca,spotify:artist:2dkWhpWqxWMOQkqKqpE6uY,405,['latin tech house'],15,0
Joan Jett & the Blackhearts,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,393056,"['glam punk', 'rock']",66,1
David Grier,spotify:artist:5aDJFTPB7JCC9T785IH2Fy,146,[],27,0
Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp,7745802,"['glam metal', 'rock']",80,1
Don Williams,spotify:artist:4Ti0EKl2PVEms2NRMVGqNe,294690,"['classic country pop', 'country', 'country rock']",62,1
The Dream Syndicate,spotify:artist:1l0eT7EY5r7U1gMVm2SyoS,17136,"['alternative country', 'alternative rock', 'gbvfi', 'jangle pop', 'paisley underground', 'post-punk', 'power pop', 'roots rock']",36,0
John Waite,spotify:artist:2TPyCsRoh2tjeZLTQ2ojlj,126494,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",58,1
Franke & The Knockouts,spotify:artist:5l6cEOynnkfX7PS7zCMRU0,1124,['yacht rock'],26,1
Pierre Favre,spotify:artist:5ioKof3fmNKrgzZWnyZg4v,377,"['jazz drums', 'swiss jazz']",16,0
Torment,spotify:artist:20uIhDhmZY0BJaNicxgxuW,4931,[],51,0
Device,spotify:artist:0fpqZQia1PSW32o9tN5NKc,73416,"['alternative metal', 'nu metal']",42,1
Reba McEntire,spotify:artist:02rd0anEWfMtF7iMku9uor,1127335,"['contemporary country', 'country', 'country dawn', 'oklahoma country']",68,0
Grim Reaper,spotify:artist:3CSQtK60sg2jNNxnpThSN1,43685,"['hard rock', 'metal', 'neo-trad metal', 'nwobhm', 'nwothm', 'speed metal', 'thrash metal']",36,0
U2,spotify:artist:51Blml2LZPmy7TTiAg47vQ,6720135,"['irish rock', 'permanent wave', 'rock']",81,1
Starship,spotify:artist:0kObWap02DEg9EAJ3PBxzf,502148,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",68,1
Europe,spotify:artist:7Js6Lde8thlIHXggv2SCBz,873559,"['album rock', 'glam metal', 'hard rock', 'rock', 'swedish hard rock']",68,1
Boaz Sharabi,spotify:artist:7aav2bpUXUk0mAzA8ian90,9561,"['classic israeli pop', 'israeli singer-songwriter', 'mizrahi']",34,0
Guns N' Roses,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,16527286,"['glam metal', 'hard rock', 'rock']",82,1
Karl-Heinz Schäfer,spotify:artist:0Sh4J7kPsdqrpzNTmOtMgu,224,['french soundtrack'],10,0
Fela Kuti,spotify:artist:5CG9X521RDFWCuAhlo6QoR,280688,"['afrobeat', 'afropop', 'funk', 'soul', 'world']",55,0
Cowboy Junkies,spotify:artist:3CYSRCHfilgR8DSbkCMp5j,100766,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'new wave pop', 'pop rock', 'roots rock', 'toronto indie', 'traditional folk']",52,0
Charley Patton,spotify:artist:7aExFIr0IHWO5aFjMrGwKw,39131,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']",36,0
Kim Wilde,spotify:artist:73a6pNH4YtLNgDbPQwXveo,315745,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",61,1
Diamanda Galás,spotify:artist:42AURgCa94xz79E0fxE3Ay,24707,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']",27,0
Eddie Money (with Valerie Carter),spotify:artist:42AURgCa94xz79E0fxE3Ay,24707,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']",27,1
Scandal Featuring Patty Smyth,spotify:artist:42AURgCa94xz79E0fxE3Ay,24707,"['experimental', 'experimental vocal', 'industrial', 'laboratorio']",27,1
Seduction,spotify:artist:43fhzUST9lQ0NGliUcjdN2,416,[],29,1
Rich Mullins,spotify:artist:13UhfW7GPizrArBwq7ugps,60397,"['ccm', 'christian alternative rock', 'christian music', 'deep christian rock', 'roots worship', 'worship']",45,0
Patrice Rushen,spotify:artist:1mNnxxnPfHQDOkFjnZmdkc,132677,"['disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",59,1
Ali Thomson,spotify:artist:57BUG40Gg14VfiPiK9KedB,195,['deep soft rock'],11,1
Red Flag,spotify:artist:1m3xxj0iHUjur3yQjVvAD2,6464,"['neo-synthpop', 'synthpop']",29,0
Léo Ferré,spotify:artist:6NB0vY1HQgkUpCBsm5eAvo,72531,['chanson'],46,0
Pedrinho Da Flor,spotify:artist:0LjCjEYeVG5YkwEfPuid5e,1225,"['pagode', 'samba']",18,0
La Unión,spotify:artist:2Ax9wZpdlg4r2zkc3pcI8U,277131,"['cantautor', 'latin alternative', 'latin rock', 'rock en espanol', 'spanish new wave', 'spanish pop']",60,0
The Human League,spotify:artist:1aX2dmV8XoHYCOQRxjPESG,606580,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",64,1
Midnight Star,spotify:artist:0KMLfCXYb3Dhf1hLpu8cVd,236721,"['disco', 'electro', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",51,1
Rappers Rapp Group,spotify:artist:5Fae5g6PW48GrqNjwOsHry,25,['proto-rap'],1,0
Les Rita Mitsouko,spotify:artist:7CdlYgtOoxBtNjuDeIxSPM,95659,"['chanson', 'french rock']",52,0
Lionel Richie,spotify:artist:3gMaNLQm7D9MornNILzdSl,1661504,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",74,1
Camilo Sesto,spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y,1471720,"['bolero', 'latin', 'latin pop']",68,0
Richard Marx,spotify:artist:0grdhNhiRLFBaFVyybqsj6,599604,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",66,1
Naked Eyes,spotify:artist:3C6chBmZ9wzisBhoh8G2nK,82582,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",51,1
The Payolas,spotify:artist:3C6chBmZ9wzisBhoh8G2nK,82582,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",51,0
Pet Shop Boys,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,970993,"['art pop', 'dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",70,1
The Escape Club,spotify:artist:6mRev5KzKOgQcZjWanwBdd,3565,[],39,1
Asha Bhosle,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,1125904,"['chutney', 'classic bollywood', 'desi pop', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'sufi']",59,0
Young MC,spotify:artist:5n30a5V4ftXNMHCHChmK2h,96948,"['hip hop', 'rap']",53,0
Legião Urbana,spotify:artist:6tw6EpC9RgmSRZiZg0n22t,3447031,"['brazilian punk', 'brazilian rock', 'mpb', 'rock nacional brasileiro']",70,0
Tesla,spotify:artist:0dgnITyIAN4NrmUVisvxHU,518867,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'post-grunge', 'rock', 'sacramento indie']",58,1
Martha Davis,spotify:artist:2ioCVuqjcRCoQPhEYY0kmg,595,[],18,1
Soundgarden,spotify:artist:5xUf6j4upBrXZPg6AI4MRK,2459734,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'post-grunge', 'rock']",70,0
Tony Carey,spotify:artist:4urvwbid7NFoVes5PTx9lV,5122,[],38,1
Kurtis Blow,spotify:artist:25TKXk9zo9yk0HMJQ3TuE9,117937,"['east coast hip hop', 'electro', 'harlem hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']",43,1
Ketama,spotify:artist:5s9GgX51pD0YhcsQRSYlpF,76936,"['cantautor', 'flamenco', 'flamenco guitar', 'rumba', 'spanish pop']",50,0
Morris Day,spotify:artist:1L56apXminRPJqnqBN0vhe,113400,"['funk', 'minneapolis sound', 'new jack swing', 'quiet storm']",32,1
Glenn Frey,spotify:artist:3vMWY1bUrmYoSoEWLiQWOZ,294085,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock']",55,1
Raven,spotify:artist:6STjC3QJTieuM5WHHtkGuh,22320,"['deep big room', 'electro house', 'gaming edm', 'pop edm']",58,0
The Alarm,spotify:artist:0oQLexIBY9SlMhtbSIPFAO,42513,"['dance rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'welsh rock']",43,1
Joey Scarbury,spotify:artist:5V9pNqcN25JXuH88g7lq2o,2740,"['soft rock', 'yacht rock']",39,1
Sortilège,spotify:artist:2mUthKsZa1UWKvbAcJWQ2U,9167,"['neo-trad metal', 'nwothm']",23,0
Mission Of Burma,spotify:artist:5UMQV83wwZCCvRSQCVjZw6,42072,"['alternative pop', 'alternative rock', 'boston rock', 'dance rock', 'dance-punk', 'experimental', 'experimental rock', 'garage psych', 'gbvfi', 'indie rock', 'industrial rock', 'math rock', 'no wave', 'noise pop', 'noise rock', 'post-hardcore', 'post-punk', 'power pop', 'punk', 'slow core']",42,0
Tuxedomoon,spotify:artist:4zn0m3hBUQVl6Nf36Sb0A6,27442,"['art rock', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'neue deutsche welle', 'no wave', 'post-punk', 'zolo']",37,0
Rosanne Cash,spotify:artist:6lx6XS8umFqYRVbBErx9fE,94055,"['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']",54,1
Trouble Funk,spotify:artist:1EGr1AnjVRXYz8j9CTYDlm,9661,"['electro', 'funk', 'go-go']",29,0
Rocío Jurado,spotify:artist:1FlYevYLENR3IMgMlnMvf9,203711,"['cancion melodica', 'copla']",53,0
Charles Fox,spotify:artist:2mZEfgIiNGf8wugaIx8dpf,445,[],20,1
Cinderella,spotify:artist:7HL4id2U7FSDJtfKQHMgQx,851201,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",59,1
Rub A Dub,spotify:artist:343cTQyYqDwD4BQMniTwZ4,895,['bosnian electronic'],17,0
Jack Starr's Burning Starr,spotify:artist:3mvqjQ63QaOxiOo8czDPmf,1921,"['neo-trad metal', 'nwothm']",12,0
Rick Springfield With Randy Crawford,spotify:artist:3mvqjQ63QaOxiOo8czDPmf,1921,"['neo-trad metal', 'nwothm']",12,1
Shanice Wilson,spotify:artist:6bdynXw42zLZpIS5NTMot6,231,[],25,1
Debarge,spotify:artist:6is2U7I1jlI8PjxNZOHIMV,310483,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",59,1
Josie Cotton,spotify:artist:3cLCoFmTc8zHOP26agi4dC,1791,[],27,1
Juliette Gréco,spotify:artist:7j237zyOedtfrugnWFJKOJ,37765,"['chanson', 'ye ye']",42,0
Quarterflash,spotify:artist:3VJakY5Yw5phAOF4Bada5v,48657,"['album rock', 'new wave pop', 'soft rock']",41,1
Neneh Cherry,spotify:artist:3JxCEqL9zjKnDJgUhRuRJD,98956,"['new wave pop', 'urban contemporary']",56,1
Nitzer Ebb,spotify:artist:7EnAgffrVyerTWH628TJ6f,47592,"['british industrial', 'dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial rock']",38,0
Twisted Sister,spotify:artist:7b85ve82Sh36a3UAx74wut,1322672,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",66,1
Babyface,spotify:artist:3aVoqlJOYx31lH1gibGDt3,632798,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",62,1
Alabama,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,1325811,"['alabama indie', 'indie rock', 'modern blues rock', 'rock']",65,1
Magnum,spotify:artist:3Nu9hoMBT4SkDcaNvmK4G1,41962,"['album rock', 'glam metal', 'hard rock', 'melodic hard rock', 'metal']",46,0
Barbra Streisand With Kim Carnes,spotify:artist:3Nu9hoMBT4SkDcaNvmK4G1,41962,"['album rock', 'glam metal', 'hard rock', 'melodic hard rock', 'metal']",46,1
Galaxie 500,spotify:artist:6guTJsgPymDUVfqDJyz5UG,91175,"['alternative rock', 'anti-folk', 'art pop', 'art rock', 'chamber pop', 'dance rock', 'dream pop', 'experimental rock', 'freak folk', 'garage psych', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'new wave', 'noise pop', 'nu gaze', 'shoegaze', 'slow core']",50,0
The Proclaimers,spotify:artist:1A92IAcd7A6npCA33oGM5i,191049,"['celtic rock', 'new wave pop', 'scottish rock']",66,0
Christopher Cross,spotify:artist:695W5F2Ih8dYahLdjVOIoH,457184,"['adult standards', 'album rock', 'disco', 'mellow gold', 'new wave pop', 'quiet storm', 'soft rock', 'yacht rock']",67,1
Sade,spotify:artist:47zz7sob9NUcODy0BTDvKx,1923584,"['british soul', 'neo soul']",71,1
Errobi,spotify:artist:2zDoTJhVjtykoFlqRcB53a,807,"['euskal rock', 'spanish prog']",12,0
Peter Cetera,spotify:artist:5xWPOujQqd4wXyB08slZ9Z,423653,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",64,1
Meli'sa Morgan,spotify:artist:5xWPOujQqd4wXyB08slZ9Z,423653,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']",64,1
Daryl Runswick,spotify:artist:6Xt4oGjm1FPpZrZ3i1Ps8V,194,['spytrack'],13,0
Hipsway,spotify:artist:5Qnpdt4MtT54U7fFNEYDTZ,7827,"['dance rock', 'scottish new wave']",31,1
Loverboy,spotify:artist:2CLVPk9FcywjClBcTvWPkT,441472,"['album rock', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",59,1
Cock Robin,spotify:artist:1MOoTIFOvJ60ATvyRXPPXg,46063,"['dance rock', 'heartland rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",53,1
Underworld,spotify:artist:1PXHzxRDiLnjqNrRn2Xbsa,360859,"['alternative dance', 'big beat', 'electronica']",61,1
Bruce Hornsby & The Range,spotify:artist:7CwJ4VEWs7HV7MWQt9cgyk,21592,"['mellow gold', 'soft rock']",27,1
Rough Trade,spotify:artist:6iEoZvy8ZG0BAx5baOTmo4,460,[],28,1
Manos Hadjidakis,spotify:artist:4epy8uB6icBmTU3VoMwVzG,16777,"['bouzouki', 'classic greek pop', 'entehno', 'greek contemporary classical', 'neo kyma']",42,0
Divine Sounds,spotify:artist:1qknkwa4dxcsLJdT0IowEb,57,[],28,0
Siouxsie and the Banshees,spotify:artist:1n65zfwYIj5kKEtNgxUlWb,452428,"['alternative rock', 'dance rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']",60,0
Artefact,spotify:artist:2KYhSNyhDoxAQfOVmB8wq5,895,['musica antigua'],17,0
Anuradha Paudwal,spotify:artist:4hkB2bR5ek6lJChj6aunCn,700219,"['desi pop', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'sufi']",56,0
Champaign,spotify:artist:2gF5ozMajrL8gjPlA4Ej5x,4414,[],40,1
Henry Lee Summer,spotify:artist:7wtiiuXdnWtATBrAxU9fnQ,2362,"['album rock', 'heartland rock']",32,1
George Strait,spotify:artist:5vngPClqofybhPERIqQMYd,1902875,"['contemporary country', 'country', 'country road']",76,0
W.C. Handy,spotify:artist:7mDbAZV24eEmw5VJpKlCi9,2932,['acoustic blues'],19,0
Patti Austin,spotify:artist:0JxChc2w5fwTGbXKfc4cRd,117512,"['adult standards', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']",55,1
Sheriff,spotify:artist:5jllns7VtBfhF3AyjvZP8d,4322,['classic canadian rock'],40,1
Ludwig Hirsch,spotify:artist:4PYtoR0RW7jDEpNk7OlwP3,26,[],11,0
Rick Astley,spotify:artist:0gxyHStUsqpMadRV0Di1Qt,542773,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",68,1
Whitesnake,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP,1570161,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",70,1
Celtas Cortos,spotify:artist:3hIPQBm8PBt8B5aahP6cVP,145621,"['cantautor', 'celtic rock', 'latin alternative', 'música pitiusa', 'rock en espanol', 'spanish new wave', 'spanish pop']",56,0
Pebbles,spotify:artist:7AQJ6lwVCcej6eKZXQZus4,357,[],36,1
Yaz,spotify:artist:1G1mX30GpUJqOr1QU2eBSs,287909,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,1
Nazia Hassan,spotify:artist:5hW7KULTxMzCDnqaV7LASR,34054,"['chutney', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",43,0
Beverly Glenn-Copeland,spotify:artist:2bN5hXtWZXEIfnHO34eXfe,8529,"['canadian experimental', 'fourth world', 'transpop']",37,0
My Bloody Valentine,spotify:artist:3G3Gdm0ZRAOxLrbyjfhii5,289284,"['alternative rock', 'art pop', 'dream pop', 'experimental rock', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slow core']",51,0
Milan Pilar,spotify:artist:5a0epgtBwT6eKrJBxD8Cbp,42,['spytrack'],4,0
Red Rider,spotify:artist:4EGlaDAVZTNNknDdKHrHRp,45971,"['album rock', 'classic canadian rock']",44,1
Brother's Disco,spotify:artist:0T5iZLOfplxDgUHg0LvIGn,0,[],0,0
Indigo Girls,spotify:artist:4wM29TDTr3HI0qFY3KoSFG,177697,"['folk', 'lilith', 'pop rock']",58,1
Irene Cara,spotify:artist:3oZa8Xs6IjlIUGLAhVyK4G,192898,"['disco', 'europop', 'new wave pop', 'soft rock']",64,1
Basia,spotify:artist:2iuqXpyyC67z6S2pq2m0gV,36502,"['canadian indie', 'canadian singer-songwriter', 'indie pop', 'stomp and holler']",46,1
Erasure,spotify:artist:0z5DFXmhT4ZNzWElsM7V89,588763,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",65,1
R. D. Burman,spotify:artist:2JSYASbWU5Y0fVpts3Eq7g,297906,"['chutney', 'classic bollywood', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'sufi']",48,0
Jakie Quartz,spotify:artist:5wGprTHwvhRJpnN4vWlLDT,4112,['classic french pop'],33,0
Los Invasores De Nuevo León,spotify:artist:5CGtBYmVPeLhI1kM2Fn9Gv,778232,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",70,0
Margo's Kool Out Crew,spotify:artist:7BJi6zTEI3rEiGlqMxn1zJ,22,['proto-rap'],1,0
Coleman Hawkins,spotify:artist:0JM134st8VY7Ld9T2wQiH0,84131,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",51,0
Level 42,spotify:artist:0L9xkvBPcEp1nrhDrodxc5,363622,"['art rock', 'brit funk', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']",60,1
Manufacture,spotify:artist:0sqAJzf2NCihzzyiH0e0d1,4299,[],27,0
The Power Station,spotify:artist:1EemADz12kjlGwkpY4EINv,68232,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",42,1
Bal Paré,spotify:artist:4of6QCWLbRmA5oLBhOqPQB,2613,"['minimal wave', 'neue deutsche welle']",20,0
Olivia Newton-John & Cliff Richard,spotify:artist:4of6QCWLbRmA5oLBhOqPQB,2613,"['minimal wave', 'neue deutsche welle']",20,1
Manhar Udhas,spotify:artist:1oMNjZOVmloobqepH8HLc7,57483,"['classic bollywood', 'filmi', 'ghazal', 'indian folk']",30,0
Armored Saint,spotify:artist:4ug41UGuMZzlV2hJOrOqHN,43635,"['groove metal', 'hard rock', 'metal', 'neo-trad metal', 'speed metal', 'thrash metal']",38,0
R.E.M.,spotify:artist:4KWTAlx2RvbpseOGMEmROg,2416495,"['alternative rock', 'permanent wave', 'pop rock', 'rock']",76,1
Jenny Burton,spotify:artist:2RSwLfG8Zw3ChFI2aOh4HO,262,[],16,1
Vixen,spotify:artist:4wlPkvHKZzP2K8wtBzFRyY,61676,['glam metal'],44,1
Bronco,spotify:artist:0VKh7CQDi9MkUvaBMoK1V0,1214887,"['banda', 'cumbia', 'grupera', 'latin pop', 'norteno', 'ranchera', 'regional mexican']",72,0
Tricky Tee,spotify:artist:7AigJByYLOhpUsgq6uyiW9,127,['proto-rap'],4,0
Grayson Hugh,spotify:artist:4SA20ppwlluQj8vOWyUc0F,1686,[],36,1
Poison,spotify:artist:1fBCIkoPOPCDLUxGuWNvyo,1959641,"['album rock', 'glam metal', 'hard rock', 'rock']",67,1
Eric Bibb,spotify:artist:2uNcfNhlVJUyEX0t0NG1m1,36871,"['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues']",45,0
Otis Clay,spotify:artist:2jV8AcZ8W3TfiqInUGWwlL,14467,"['chicago soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']",38,0
'Til Tuesday,spotify:artist:1L0y9srZMyh9XUnYGv37IP,77829,"['boston rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']",46,1
Dokken,spotify:artist:09hNSPPOxDop4FRdr6UEnq,358953,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",56,1
New Kids On The Block,spotify:artist:55qiaow2sDYtjqu1mwRua6,440885,"['boy band', 'dance pop']",61,1
Robbin Thompson Band,spotify:artist:4TUVBPb70vxYzxAubAEv9N,63,[],2,1
New Edition,spotify:artist:1mFX1QlezK1lNPKQJkhwWb,876132,"['boy band', 'dance pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",58,1
Steven Curtis Chapman,spotify:artist:3vcFXwLEUdfWMu7gTQKyot,252596,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",56,0
Ikim & Bacardi,spotify:artist:26FPXcpL0rDP7qhTMWp3zW,19,['proto-rap'],0,0
